;Matricule;Annee_academique;Niveau;Cursus;Filiere;Age;Annee_naissance;Genre;Distance_domicile_ecole;Note_moy_CC_S1;Note_moy_SN_S1;Note_moy_CC_S2;Note_moy_SN_S2;Moyenne_S1;Moyenne_S2;Moyenne_annuelle;Nb_matieres_validees;Nb_credits_obtenus;Nb_matieres_non_validees;Nb_heures_cours_total;Nb_heures_presence;Nb_projets;Reussite;ratio_heure;encodage_dist_dom;prediction
9446;23G86247;2024/2025;2;ING;Tronc_commun;20;2004;F;5-15km;12,57;13,47;15,11;12,56;13,11;13,58;13,35;20;60;0;420;329;3;1;0,78;0;1
9447;23G32364;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;11,23;16,28;13,83;13,64;14,26;13,72;13,99;20;60;0;420;325;3;1;0,77;2;1
9448;23G45501;2024/2025;2;ING;Tronc_commun;20;2004;M;<5km;13,33;15,93;12,44;14,54;14,89;13,7;14,3;20;60;0;420;333;3;1;0,79;2;1
9449;23G26653;2024/2025;2;ING;Tronc_commun;20;2004;F;5-15km;13,18;13,98;14,54;14,05;13,66;14,24;13,95;20;60;0;420;384;3;1;0,91;0;1
9450;23G18926;2024/2025;2;ING;Tronc_commun;20;2004;M;<5km;16,47;16,95;15,38;17,26;16,76;16,5;16,63;20;60;0;420;369;3;1;0,88;2;1
9451;23G69535;2024/2025;2;ING;Tronc_commun;20;2004;M;<5km;13,1;14,3;10,47;14,47;13,82;12,87;13,34;20;60;0;420;401;3;1;0,95;2;1
9452;23G96758;2024/2025;2;ING;Tronc_commun;18;2006;F;<5km;3,46;4,78;4,41;3,47;4,25;3,85;4,05;19;57;1;420;305;3;0;0,73;2;1
9453;23G58929;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;13,36;15,92;15,96;16,38;14,89;16,21;15,55;20;60;0;420;404;3;1;0,96;2;1
9454;23G64209;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;9,72;12,8;9,35;13,5;11,57;11,84;11,7;18;54;2;420;338;3;1;0,8;2;1
9455;23G23315;2024/2025;2;ING;Tronc_commun;19;2005;F;5-15km;13,91;14,05;11,82;16,04;14;14,35;14,17;20;60;0;420;388;3;1;0,92;0;1
9456;23G44137;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;15,3;14,89;13,69;13,61;15,05;13,64;14,35;20;60;0;420;392;3;1;0,93;2;1
9457;23G88737;2024/2025;2;ING;Tronc_commun;18;2006;F;<5km;6,4;5,05;7,02;3,88;5,59;5,14;5,36;15;45;5;420;273;3;0;0,65;2;0
9458;23G60635;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;16,76;17,94;16,09;17,26;17,47;16,79;17,13;20;60;0;420;321;3;1;0,76;2;1
9459;23G67764;2024/2025;1;ING;Tronc_commun;18;2006;F;>15km;12,62;14,73;11,72;13,63;13,89;12,87;13,38;20;60;0;420;381;3;1;0,91;2;1
9460;23G29442;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;10,67;10,66;6,59;9,07;10,66;8,08;9,37;13;39;7;420;210;3;0;0,5;2;0
9461;23G30388;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;16,06;17,51;18,65;19,01;16,93;18,87;17,9;20;60;0;420;391;3;1;0,93;2;1
9462;23G54989;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;8,25;9,77;11,84;11,19;9,16;11,45;10,31;18;54;2;420;326;3;1;0,78;2;1
9463;23G46929;2024/2025;2;ING;Tronc_commun;20;2004;F;>15km;13,89;16,86;16,62;16,95;15,67;16,82;16,24;20;60;0;420;410;3;1;0,98;2;1
9464;23G29324;2024/2025;2;ING;Tronc_commun;18;2006;F;<5km;12,03;12,48;12,99;15,74;12,3;14,64;13,47;20;60;0;420;406;3;1;0,97;2;1
9465;23G92208;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;17,43;18,33;17,68;17,74;17,97;17,72;17,85;20;60;0;420;329;3;1;0,78;2;1
9466;23G20001;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;9,98;9,45;12,01;12,33;9,66;12,2;10,93;18;54;2;420;374;3;1;0,89;2;1
9467;23G21080;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;10,72;11,48;9,92;11,67;11,18;10,97;11,08;19;57;1;420;397;3;1;0,95;2;1
9468;23G79588;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;7,31;7,05;7,34;11,15;7,15;9,62;8,39;13;39;7;420;305;3;0;0,73;2;0
9469;23G55436;2024/2025;1;ING;Tronc_commun;20;2004;F;>15km;11,3;9,07;10,41;12,25;9,96;11,51;10,74;19;57;1;420;369;3;1;0,88;2;1
9470;23G90503;2024/2025;2;ING;Tronc_commun;18;2006;M;5-15km;11,84;12,76;14,42;15,36;12,39;14,98;13,68;20;60;0;420;394;3;1;0,94;0;1
9471;23G16485;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;13,26;10,45;10,29;12,83;11,57;11,82;11,69;19;57;1;420;354;3;1;0,84;2;1
9472;23G14725;2024/2025;1;ING;Tronc_commun;20;2004;M;>15km;8,2;11,95;9,53;8,97;10,45;9,2;9,83;19;57;1;420;356;3;1;0,85;2;1
9473;23G29798;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;12,34;15,1;10,99;15,44;14;13,66;13,83;20;60;0;420;323;3;1;0,77;2;1
9474;23G91189;2024/2025;1;ING;Tronc_commun;20;2004;F;>15km;11,36;12,45;9,99;10,14;12,01;10,08;11,04;19;57;1;420;391;3;1;0,93;2;1
9475;23G56525;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;19,6;18,41;18,35;19,23;18,89;18,88;18,88;20;60;0;420;392;3;1;0,93;2;1
9476;23G24338;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;19;18,63;16,83;18,37;18,78;17,75;18,27;20;60;0;420;400;3;1;0,95;2;1
9477;23G33003;2024/2025;2;ING;Tronc_commun;18;2006;F;5-15km;9,6;12,08;14,24;14,41;11,09;14,35;12,72;20;60;0;420;333;3;1;0,79;0;1
9478;23G43361;2024/2025;1;ING;Tronc_commun;18;2006;M;>15km;10,74;10,99;8,34;12,93;10,89;11,09;10,99;19;57;1;420;374;3;1;0,89;2;1
9479;23G69559;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;16,48;14,9;15;16,09;15,53;15,66;15,59;20;60;0;420;408;3;1;0,97;2;1
9480;23G57279;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;11,85;11,93;12,28;13,21;11,9;12,84;12,37;20;60;0;420;316;3;1;0,75;2;1
9481;23G24809;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;9,96;12,36;13,58;10,08;11,4;11,48;11,44;19;57;1;420;362;3;1;0,86;0;1
9482;23G99014;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;18,71;18,31;18,23;16,67;18,47;17,29;17,88;20;60;0;420;342;3;1;0,81;2;1
9483;23G94678;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;10,21;10,67;9,63;8,96;10,49;9,23;9,86;19;57;1;420;337;3;1;0,8;2;1
9484;23G10197;2024/2025;2;ING;Tronc_commun;20;2004;M;<5km;13,35;14,46;8,65;10,48;14,02;9,75;11,88;20;60;0;420;400;3;1;0,95;2;1
9485;23G47997;2024/2025;2;ING;Tronc_commun;19;2005;F;5-15km;12,06;10,21;10,32;12,13;10,95;11,4;11,18;19;57;1;420;338;3;1;0,8;0;1
9486;23G12427;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;11,89;13,73;11,17;12,93;12,99;12,23;12,61;20;60;0;420;405;3;1;0,96;2;1
9487;23G88541;2024/2025;1;ING;Tronc_commun;20;2004;F;<5km;10,58;10,92;9,14;13,49;10,79;11,75;11,27;18;54;2;420;329;3;1;0,78;2;1
9488;23G45515;2024/2025;1;ING;Tronc_commun;19;2005;M;<5km;9,7;9,04;8,85;9,09;9,3;9;9,15;16;48;4;420;399;3;1;0,95;2;1
9489;23G11353;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;17,54;18,58;17,96;15,17;18,16;16,29;17,22;20;60;0;420;401;3;1;0,95;2;1
9490;23G99699;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;12,03;15,48;12,84;12,43;14,1;12,59;13,35;20;60;0;420;322;3;1;0,77;2;1
9491;23G51054;2024/2025;2;ING;Tronc_commun;18;2006;F;5-15km;14,52;12,94;14,22;11,67;13,58;12,69;13,13;20;60;0;420;353;3;1;0,84;0;1
9492;23G43735;2024/2025;2;ING;Tronc_commun;20;2004;M;5-15km;12,34;13,86;9,65;13,96;13,25;12,24;12,74;20;60;0;420;387;3;1;0,92;0;1
9493;23G65985;2024/2025;2;ING;Tronc_commun;20;2004;M;<5km;9,95;12,18;10,14;10,76;11,29;10,51;10,9;19;57;1;420;358;3;1;0,85;2;1
9494;23G88346;2024/2025;2;ING;Tronc_commun;20;2004;F;5-15km;2,5;7,06;6,93;8,07;5,23;7,62;6,43;12;36;8;420;272;3;0;0,65;0;0
9495;23G40562;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;9,84;15,21;11,88;13,74;13,06;12,99;13,03;20;60;0;420;333;3;1;0,79;0;1
9496;23G75274;2024/2025;2;ING;Tronc_commun;19;2005;F;<5km;1,36;6,63;4,72;5,56;4,52;5,23;4,87;8;24;12;420;322;3;0;0,77;2;0
9497;23G30973;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;9,12;10,22;10,39;13,64;9,78;12,34;11,06;18;54;2;420;400;3;1;0,95;2;1
9498;23G64835;2024/2025;1;ING;Tronc_commun;18;2006;F;5-15km;15,02;17,21;14,85;13,87;16,33;14,26;15,3;20;60;0;420;383;3;1;0,91;0;1
9499;23G81137;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;16,34;15,53;15,16;16,51;15,85;15,97;15,91;20;60;0;420;329;3;1;0,78;2;1
9500;23G27540;2024/2025;1;ING;Tronc_commun;18;2006;F;>15km;11,42;14,12;10,87;16,36;13,04;14,17;13,6;16;48;4;420;338;3;1;0,8;2;1
9501;23G30665;2024/2025;1;ING;Tronc_commun;18;2006;F;<5km;10,9;12,7;14,2;12,3;11,98;13,06;12,52;17;51;3;420;375;3;1;0,89;2;1
9502;23G19350;2024/2025;2;ING;Tronc_commun;19;2005;F;<5km;9,87;11,62;11,72;10,48;10,92;10,98;10,95;20;60;0;420;396;3;1;0,94;2;1
9503;23G15510;2024/2025;1;ING;Tronc_commun;18;2006;F;5-15km;14,9;18,79;16,62;14,94;17,24;15,61;16,43;20;60;0;420;405;3;1;0,96;0;1
9504;23G97141;2024/2025;2;ING;Tronc_commun;20;2004;F;<5km;10,77;11,75;11,54;12,74;11,35;12,26;11,81;19;57;1;420;337;3;1;0,8;2;1
9505;23G67133;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;10,54;11,45;13,94;14,57;11,09;14,32;12,7;20;60;0;420;357;3;1;0,85;2;1
9506;23G30207;2024/2025;1;ING;Tronc_commun;20;2004;F;<5km;10,14;10,24;11,71;9,25;10,2;10,23;10,22;20;60;0;420;358;3;1;0,85;2;1
9507;23G91582;2024/2025;2;ING;Tronc_commun;20;2004;F;>15km;9,4;5,03;4,17;10,42;6,78;7,92;7,35;18;54;2;420;236;3;0;0,56;2;0
9508;23G33577;2024/2025;2;ING;Tronc_commun;18;2006;F;5-15km;9,09;7,28;5,67;7,04;8;6,5;7,25;12;36;8;420;296;3;0;0,7;0;0
9509;23G19961;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;17,22;16,93;15,04;16,85;17,05;16,12;16,59;20;60;0;420;403;3;1;0,96;2;1
9510;23G77419;2024/2025;2;ING;Tronc_commun;18;2006;F;<5km;15,52;16,55;17,81;17,04;16,14;17,35;16,74;20;60;0;420;370;3;1;0,88;2;1
9511;23G35497;2024/2025;1;ING;Tronc_commun;18;2006;M;<5km;3,95;4,62;3,33;3,56;4,35;3,47;3,91;11;33;9;420;215;3;0;0,51;2;0
9512;23G95813;2024/2025;1;ING;Tronc_commun;20;2004;M;<5km;9,66;9,75;10,08;11,97;9,71;11,21;10,46;19;57;1;420;406;3;1;0,97;2;1
9513;23G45731;2024/2025;2;ING;Tronc_commun;20;2004;M;>15km;9,93;12,59;13,86;12,48;11,53;13,03;12,28;20;60;0;420;343;3;1;0,82;2;1
9514;23G30582;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;15,84;19,86;18,52;18,53;18,25;18,53;18,39;20;60;0;420;372;3;1;0,89;2;1
9515;23G29901;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;5,71;4,41;4,24;2,95;4,93;3,47;4,2;8;24;12;420;217;3;0;0,52;2;0
9516;23G58773;2024/2025;2;ING;Tronc_commun;20;2004;F;>15km;13,57;13,95;13,59;15,96;13,8;15,01;14,41;20;60;0;420;359;3;1;0,85;2;1
9517;23G96867;2024/2025;1;ING;Tronc_commun;18;2006;F;>15km;14,55;16,26;13,68;16,79;15,58;15,55;15,56;20;60;0;420;349;3;1;0,83;2;1
9518;23G30139;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;5,65;3,54;6,89;4,81;4,39;5,64;5,01;8;24;12;420;285;3;0;0,68;2;0
9519;23G75470;2024/2025;2;ING;Tronc_commun;19;2005;F;<5km;11,83;16,11;15,51;17,47;14,4;16,69;15,54;20;60;0;420;355;3;1;0,85;2;1
9520;23G23629;2024/2025;1;ING;Tronc_commun;20;2004;M;>15km;15,4;13,37;11,97;12,69;14,18;12,4;13,29;20;60;0;420;409;3;1;0,97;2;1
9521;23G52823;2024/2025;1;ING;Tronc_commun;19;2005;M;5-15km;12,95;12,41;10,37;14,73;12,63;12,98;12,81;20;60;0;420;359;3;1;0,85;0;1
9522;23G50541;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;12,64;14,15;15,27;14,24;13,55;14,65;14,1;20;60;0;420;363;3;1;0,86;2;1
9523;23G10125;2024/2025;2;ING;Tronc_commun;18;2006;F;<5km;12,18;12,6;11,74;9,81;12,43;10,58;11,51;18;54;2;420;362;3;1;0,86;2;1
9524;23G84713;2024/2025;2;ING;Tronc_commun;20;2004;F;5-15km;9,33;9,96;11,86;13,18;9,71;12,65;11,18;18;54;2;420;374;3;1;0,89;0;1
9525;23G93660;2024/2025;1;ING;Tronc_commun;20;2004;F;<5km;13,33;12,23;15,13;15,49;12,67;15,35;14,01;20;60;0;420;377;3;1;0,9;2;1
9526;23G51114;2024/2025;2;ING;Tronc_commun;20;2004;F;>15km;10,34;8,11;7,33;11,62;9;9,91;9,46;19;57;1;420;279;3;0;0,66;2;1
9527;23G60818;2024/2025;1;ING;Tronc_commun;20;2004;F;5-15km;14,92;16,4;15,77;16,4;15,81;16,14;15,97;15;45;5;420;400;3;1;0,95;0;1
9528;23G62336;2024/2025;1;ING;Tronc_commun;20;2004;F;>15km;15,86;13,7;11,28;12,78;14,56;12,18;13,37;20;60;0;420;335;3;1;0,8;2;1
9529;23G25565;2024/2025;2;ING;Tronc_commun;20;2004;F;>15km;13,03;15,03;16,1;13,74;14,23;14,68;14,46;20;60;0;420;322;3;1;0,77;2;1
9530;23G26947;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;14,81;16,87;14,63;17,05;16,05;16,08;16,07;20;60;0;420;338;3;1;0,8;2;1
9531;23G33631;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;13,93;14,79;13,06;13,26;14,45;13,18;13,81;20;60;0;420;316;3;1;0,75;2;1
9532;23G67162;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;10,04;10,5;13,12;10,9;10,31;11,79;11,05;19;57;1;420;349;3;1;0,83;2;1
9533;23G35337;2024/2025;2;ING;Tronc_commun;18;2006;M;5-15km;16,87;16,41;18,27;19,21;16,59;18,83;17,71;20;60;0;420;341;3;1;0,81;0;1
9534;23G18383;2024/2025;2;ING;Tronc_commun;18;2006;F;<5km;14,83;17,94;14,1;16,61;16,7;15,61;16,15;20;60;0;420;365;3;1;0,87;2;1
9535;23G90181;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;16,05;18,07;13,72;17,11;17,26;15,75;16,51;20;60;0;420;327;3;1;0,78;2;1
9536;23G46884;2024/2025;2;ING;Tronc_commun;20;2004;F;>15km;13,45;11,96;11,18;16,02;12,56;14,08;13,32;20;60;0;420;342;3;1;0,81;2;1
9537;23G84495;2024/2025;2;ING;Tronc_commun;20;2004;M;<5km;5,88;4,37;3,2;5,57;4,97;4,62;4,8;12;36;8;420;177;3;0;0,42;2;0
9538;23G71742;2024/2025;2;ING;Tronc_commun;20;2004;F;<5km;11,05;9,1;6,67;9,23;9,88;8,21;9,04;17;51;3;420;184;3;0;0,44;2;0
9539;23G63248;2024/2025;2;ING;Tronc_commun;20;2004;F;>15km;2,79;7,58;4;6,47;5,67;5,48;5,57;12;36;8;420;170;3;0;0,4;2;0
9540;23G79054;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;3,11;9,65;6,1;4,7;7,03;5,26;6,15;11;33;9;420;225;3;0;0,54;2;0
9541;23G36104;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;10,32;8,98;10,07;9,9;9,52;9,96;9,74;20;60;0;420;388;3;1;0,92;2;1
9542;23G38749;2024/2025;2;ING;Tronc_commun;19;2005;F;5-15km;15,1;16,56;15,71;13,16;15,98;14,18;15,08;20;60;0;420;389;3;1;0,93;0;1
9543;23G12744;2024/2025;1;ING;Tronc_commun;20;2004;M;>15km;12,64;15,85;11,23;13,89;14,56;12,83;13,7;20;60;0;420;372;3;1;0,89;2;1
9544;23G10279;2024/2025;2;ING;Tronc_commun;18;2006;M;5-15km;11,92;10,1;10,97;13,17;10,83;12,29;11,56;19;57;1;420;384;3;1;0,91;0;1
9545;23G35782;2024/2025;2;ING;Tronc_commun;20;2004;M;>15km;14,44;17,51;16,91;18,47;16,28;17,85;17,06;20;60;0;420;326;3;1;0,78;2;1
9546;23G54126;2024/2025;1;ING;Tronc_commun;18;2006;F;<5km;4,75;5,28;6,69;8,48;5,07;7,76;6,42;12;36;8;420;328;3;0;0,78;2;0
9547;23G22630;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;15,55;14,66;13,35;16,63;15,02;15,31;15,17;20;60;0;420;336;3;1;0,8;2;1
9548;23G16083;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;13,23;15,35;16,52;17,81;14,5;17,29;15,9;20;60;0;420;348;3;1;0,83;0;1
9549;23G42017;2024/2025;2;ING;Tronc_commun;20;2004;M;>15km;13,44;13,46;12,69;10,77;13,45;11,54;12,49;20;60;0;420;356;3;1;0,85;2;1
9550;23G10250;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;8,5;9,65;9,38;13,53;9,19;11,87;10,53;18;54;2;420;355;3;1;0,85;0;1
9551;23G90733;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;9,54;6,59;4,99;6,58;7,77;5,94;6,86;17;51;3;420;316;3;0;0,75;2;1
9552;23G69126;2024/2025;2;ING;Tronc_commun;19;2005;F;<5km;6,64;9,85;5,35;6,36;8,56;5,96;7,26;11;33;9;420;263;3;0;0,63;2;0
9553;23G69950;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;14,62;15,37;15,69;14,99;15,07;15,27;15,17;20;60;0;420;387;3;1;0,92;2;1
9554;23G33240;2024/2025;1;ING;Tronc_commun;20;2004;M;>15km;14,18;16,98;15,28;13,36;15,86;14,13;15;20;60;0;420;355;3;1;0,85;2;1
9555;23G89877;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;6,71;7,21;4,73;7,84;7,01;6,59;6,8;8;24;12;420;236;3;0;0,56;2;0
9556;23G73393;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;13,59;15,1;17,21;15;14,5;15,88;15,19;20;60;0;420;381;3;1;0,91;2;1
9557;23G54069;2024/2025;2;ING;Tronc_commun;20;2004;M;>15km;16,1;17,88;15,35;18,27;17,17;17,1;17,14;20;60;0;420;370;3;1;0,88;2;1
9558;23G81084;2024/2025;1;ING;Tronc_commun;19;2005;M;5-15km;13,61;16,62;12,28;15,54;15,42;14,24;14,83;20;60;0;420;338;3;1;0,8;0;1
9559;23G69621;2024/2025;2;ING;Tronc_commun;18;2006;M;5-15km;12,52;9,39;11,25;10,86;10,64;11,02;10,83;19;57;1;420;395;3;1;0,94;0;1
9560;23G82371;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;13,9;16,52;13,32;16,33;15,48;15,13;15,3;20;60;0;420;382;3;1;0,91;2;1
9561;23G19749;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;12,91;10,12;9,03;9,99;11,24;9,61;10,42;19;57;1;420;342;3;1;0,81;2;1
9562;23G76301;2024/2025;2;ING;Tronc_commun;18;2006;M;<5km;11,27;16,72;15,73;14,34;14,54;14,9;14,72;20;60;0;420;369;3;1;0,88;2;1
9563;23G89793;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;18,26;16,18;18,38;16,47;17,02;17,23;17,13;20;60;0;420;356;3;1;0,85;2;1
9564;23G80852;2024/2025;2;ING;Tronc_commun;20;2004;M;5-15km;14,85;13,01;11,64;16,59;13,74;14,61;14,18;20;60;0;420;394;3;1;0,94;0;1
9565;23G34488;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;14,5;15,78;13,57;13,47;15,27;13,51;14,39;20;60;0;420;361;3;1;0,86;2;1
9566;23G72504;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;18,8;17,65;15,73;19,52;18,11;18;18,06;20;60;0;420;376;3;1;0,9;0;1
9567;23G73213;2024/2025;2;ING;Tronc_commun;19;2005;F;<5km;10,8;15;11,82;14,27;13,32;13,29;13,3;20;60;0;420;370;3;1;0,88;2;1
9568;23G95281;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;15,29;16,75;13;16,92;16,16;15,36;15,76;20;60;0;420;333;3;1;0,79;2;1
9569;23G58527;2024/2025;1;ING;Tronc_commun;20;2004;M;<5km;12,7;14,57;13,85;14,66;13,82;14,34;14,08;20;60;0;420;324;3;1;0,77;2;1
9570;23G93205;2024/2025;1;ING;Tronc_commun;20;2004;M;>15km;11,5;13,09;13,33;12,06;12,45;12,57;12,51;15;45;5;420;363;3;1;0,86;2;1
9571;23G44917;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;17,73;18,65;18,32;17,04;18,28;17,56;17,92;20;60;0;420;388;3;1;0,92;2;1
9572;23G26703;2024/2025;2;ING;Tronc_commun;19;2005;F;5-15km;8,25;10,13;8,88;11,06;9,38;10,19;9,78;19;57;1;420;332;3;1;0,79;0;1
9573;23G25306;2024/2025;1;ING;Tronc_commun;19;2005;M;5-15km;10,86;12,65;10,6;12,46;11,94;11,72;11,83;9;27;11;420;229;3;0;0,55;0;0
9574;23G87780;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;4,38;7,75;7,67;6,93;6,4;7,22;6,81;12;36;8;420;217;3;0;0,52;2;0
9575;23G49178;2024/2025;2;ING;Tronc_commun;19;2005;F;<5km;11,38;15,67;13,32;16,55;13,95;15,26;14,6;20;60;0;420;404;3;1;0,96;2;1
9576;23G98546;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;12,98;13,85;11,14;13,13;13,51;12,33;12,92;20;60;0;420;316;3;1;0,75;2;1
9577;23G61221;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;17,04;19,62;16,69;19,1;18,59;18,14;18,36;20;60;0;420;355;3;1;0,85;2;1
9578;23G62330;2024/2025;2;ING;Tronc_commun;20;2004;F;<5km;14,64;14,4;14,1;13,62;14,49;13,81;14,15;20;60;0;420;403;3;1;0,96;2;1
9579;23G90168;2024/2025;2;ING;Tronc_commun;19;2005;M;<5km;13,28;17,75;13,01;18,07;15,96;16,04;16;20;60;0;420;347;3;1;0,83;2;1
9580;23G52424;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;15,53;15,97;15,15;17,25;15,8;16,41;16,1;20;60;0;420;351;3;1;0,84;0;1
9581;23G90837;2024/2025;1;ING;Tronc_commun;20;2004;M;5-15km;12,25;14,71;12,13;15,55;13,73;14,18;13,95;16;48;4;420;346;3;1;0,82;0;1
9582;23G52749;2024/2025;2;ING;Tronc_commun;18;2006;F;>15km;15,59;16,31;16,33;15,75;16,02;15,98;16;20;60;0;420;334;3;1;0,8;2;1
9583;23G67036;2024/2025;2;ING;Tronc_commun;20;2004;M;5-15km;7,6;6,86;4,81;8,42;7,16;6,98;7,07;8;24;12;420;292;3;0;0,7;0;0
9584;23G49041;2024/2025;2;ING;Tronc_commun;18;2006;M;5-15km;11,05;12,79;14,61;12,93;12,09;13,6;12,85;20;60;0;420;340;3;1;0,81;0;1
9585;23G45142;2024/2025;2;ING;Tronc_commun;20;2004;F;<5km;15,61;12,67;14,34;16,74;13,84;15,78;14,81;20;60;0;420;335;3;1;0,8;2;1
9586;23G90916;2024/2025;2;ING;Tronc_commun;19;2005;F;>15km;17,26;17,76;19,19;15,97;17,56;17,26;17,41;20;60;0;420;386;3;1;0,92;2;1
9587;23G49913;2024/2025;1;ING;Tronc_commun;18;2006;F;>15km;7,76;5,87;7,98;6,75;6,63;7,24;6,93;9;27;11;420;262;3;0;0,62;2;0
9588;23G91098;2024/2025;2;ING;Tronc_commun;19;2005;F;<5km;15,56;17,06;13,43;14,39;16,46;14,01;15,24;20;60;0;420;397;3;1;0,95;2;1
9589;23G83719;2024/2025;2;ING;Tronc_commun;18;2006;F;5-15km;9,25;13,08;10,02;11,77;11,55;11,07;11,31;20;60;0;420;336;3;1;0,8;0;1
9590;23G99915;2024/2025;2;ING;Tronc_commun;20;2004;F;5-15km;11,71;13,35;13,97;13,04;12,7;13,41;13,05;20;60;0;420;324;3;1;0,77;0;1
9591;23G83288;2024/2025;2;ING;Tronc_commun;19;2005;F;5-15km;11,16;12,21;12,46;12,52;11,79;12,5;12,14;20;60;0;420;342;3;1;0,81;0;1
9592;23G46149;2024/2025;2;ING;Tronc_commun;18;2006;M;>15km;17,66;16,86;16,12;19,2;17,18;17,97;17,57;20;60;0;420;400;3;1;0,95;2;1
9593;23G76069;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;14,59;17,26;17,12;14,26;16,19;15,41;15,8;20;60;0;420;398;3;1;0,95;0;1
9594;23G70560;2024/2025;1;ING;Tronc_commun;18;2006;F;5-15km;15,62;16,25;16,62;16,15;16;16,34;16,17;18;54;2;420;329;3;1;0,78;0;1
9595;23G78024;2024/2025;2;ING;Tronc_commun;20;2004;F;<5km;17,08;17,69;15,26;17,83;17,45;16,8;17,12;20;60;0;420;386;3;1;0,92;2;1
9596;23G62254;2024/2025;2;ING;Tronc_commun;20;2004;M;5-15km;10,83;10,88;10,76;14,29;10,86;12,88;11,87;20;60;0;420;337;3;1;0,8;0;1
9597;23G48399;2024/2025;1;ING;Tronc_commun;20;2004;M;5-15km;10,27;11,13;9,39;11,44;10,79;10,62;10,71;20;60;0;420;318;3;1;0,76;0;1
9598;23G48012;2024/2025;2;ING;Tronc_commun;19;2005;M;>15km;10,45;11,87;11,64;13,19;11,3;12,57;11,94;20;60;0;420;324;3;1;0,77;2;1
9599;23G31845;2024/2025;2;ING;Tronc_commun;20;2004;F;<5km;11,24;10,83;8,85;9,99;11;9,53;10,26;20;60;0;420;384;3;1;0,91;2;1
9600;23G52816;2024/2025;1;ING;Tronc_commun;18;2006;M;<5km;10,25;10,22;11,58;12,36;10,23;12,05;11,14;19;57;1;420;381;3;1;0,91;2;1
9601;23G31499;2024/2025;2;ING;Tronc_commun;19;2005;M;5-15km;13,23;14,28;11,74;15,48;13,86;13,98;13,92;20;60;0;420;410;3;1;0,98;0;1
