Type_ressource,Identifiant_ressource,Nom_matiere,Filiere,Niveau,Cursus,Annee_academique,Date,Heure_debut,Heure_fin,Type_cours,Periode_annee,Nb_personnes,Capacite,Enseignant_id,Videoprojecteur,Chevauchement,Etat_utilisation_ressource
Salle,27BP1,Algorithmique Avancée,GIT,5,ING,2022/2023,2023-05-13,12:30,16:30,CM,Semestre 2,7,60,ENS-GIT-0023,OUI,NON,BIEN_UTILISE
Salle,04BP0,Algorithmique Avancée,GIT,5,ING,2022/2023,2023-05-18,12:30,16:30,TD,Semestre 2,3,60,ENS-GIT-0008,NON,NON,BIEN_UTILISE
Salle,22BS2,Algorithmique Avancée,GIT,5,ING,2022/2023,2023-04-14,12:30,16:30,TD,Semestre 2,3,60,ENS-GIT-0005,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Algorithmique Avancée,GIT,5,ING,2022/2023,2023-02-27,12:30,16:30,TP,Semestre 2,2,50,ENS-GIT-0013,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Algorithmique Avancée,GIT,5,ING,2022/2023,2023-03-14,12:30,16:30,TP,Semestre 2,2,50,ENS-GIT-0001,NON,NON,BIEN_UTILISE
Salle,26BS2,Cours CIBI N5S2-1,CIBI,5,SCI ING,2022/2023,2023-04-21,07:30,11:30,CM,Semestre 2,9,120,ENS-GPR-0003,NON,NON,SOUS_UTILISE
Salle,27BS1,Cours CIBI N5S2-1,CIBI,5,SCI ING,2022/2023,2023-05-06,12:30,16:30,CM,Semestre 2,9,60,ENS-GPR-0005,OUI,NON,BIEN_UTILISE
Salle,26BP1,Cours CIBI N5S2-1,CIBI,5,SCI ING,2022/2023,2023-06-03,12:30,16:30,CM,Semestre 2,9,60,ENS-GPR-0002,NON,NON,SOUS_UTILISE
Salle,34BS2,Cours CIBI N5S2-1,CIBI,5,SCI ING,2022/2023,2023-02-10,07:30,11:30,TD,Semestre 2,4,60,ENS-GPR-0007,OUI,NON,BIEN_UTILISE
Salle,07BP0,Cours CIBI N5S2-1,CIBI,5,SCI ING,2022/2023,2023-05-26,07:30,11:30,TD,Semestre 2,4,60,ENS-GPR-0009,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Cours CIBI N5S2-1,CIBI,5,SCI ING,2022/2023,2023-04-26,07:30,11:30,TP,Semestre 2,3,30,ENS-GPR-0009,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Cours CIBI N5S2-1,CIBI,5,SCI ING,2022/2023,2023-02-23,12:30,16:30,TP,Semestre 2,3,30,ENS-GPR-0009,NON,NON,BIEN_UTILISE
Salle,27BS2,Cours GEE N5S2-2,GEE,5,SCI ING,2022/2023,2023-04-11,12:30,16:30,CM,Semestre 2,7,120,ENS-GE-0009,OUI,NON,BIEN_UTILISE
Salle,25BP1,Cours GEE N5S2-2,GEE,5,SCI ING,2022/2023,2023-05-16,07:30,11:30,CM,Semestre 2,7,60,ENS-GE-0009,NON,NON,SOUS_UTILISE
Salle,32BS1,Cours GEE N5S2-2,GEE,5,SCI ING,2022/2023,2023-04-15,07:30,11:30,CM,Semestre 2,7,60,ENS-GE-0010,NON,NON,SOUS_UTILISE
Salle,23BS2,Cours GEE N5S2-2,GEE,5,SCI ING,2022/2023,2023-06-01,07:30,11:30,TD,Semestre 2,3,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,18BS2,Cours GEE N5S2-2,GEE,5,SCI ING,2022/2023,2023-05-20,07:30,11:30,TD,Semestre 2,3,60,ENS-GE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N5S2-2,GEE,5,SCI ING,2022/2023,2023-04-13,07:30,11:30,TP,Semestre 2,2,30,ENS-GE-0010,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N5S2-2,GEE,5,SCI ING,2022/2023,2023-02-01,07:30,11:30,TP,Semestre 2,2,30,ENS-GE-0007,NON,NON,BIEN_UTILISE
Salle,19BP1,Cours GAM N5S2-2,GAM,5,ING,2022/2023,2023-02-24,12:30,16:30,CM,Semestre 2,6,60,ENS-GAM-0004,OUI,NON,BIEN_UTILISE
Salle,04BS0,Cours GAM N5S2-2,GAM,5,ING,2022/2023,2023-04-04,12:30,16:30,CM,Semestre 2,6,60,ENS-GAM-0005,OUI,NON,BIEN_UTILISE
Salle,19BP2,Cours GAM N5S2-2,GAM,5,ING,2022/2023,2023-05-24,12:30,16:30,CM,Semestre 2,6,60,ENS-GAM-0006,OUI,NON,BIEN_UTILISE
Salle,31BP2,Cours GAM N5S2-2,GAM,5,ING,2022/2023,2023-02-08,07:30,11:30,TD,Semestre 2,3,120,ENS-GAM-0001,OUI,NON,BIEN_UTILISE
Salle,20BP2,Cours GAM N5S2-2,GAM,5,ING,2022/2023,2023-02-25,12:30,16:30,TD,Semestre 2,3,120,ENS-GAM-0003,NON,OUI,SOUS_UTILISE
Labo,Labo-GPR-Chimie2,Cours GAM N5S2-2,GAM,5,ING,2022/2023,2023-04-26,12:30,16:30,TP,Semestre 2,2,30,ENS-GAM-0004,NON,NON,BIEN_UTILISE
Labo,Labo-Physique2,Cours GAM N5S2-2,GAM,5,ING,2022/2023,2023-05-18,07:30,11:30,TP,Semestre 2,2,40,ENS-GAM-0009,NON,NON,BIEN_UTILISE
Salle,34BP2,Cours GQHSE N3S2-1,GQHSE,3,ING,2022/2023,2023-04-03,12:30,16:30,CM,Semestre 2,37,60,ENS-GQHSE-0001,NON,NON,BIEN_UTILISE
Salle,03BS0,Cours GQHSE N3S2-1,GQHSE,3,ING,2022/2023,2023-05-29,12:30,16:30,CM,Semestre 2,37,60,ENS-GQHSE-0004,NON,NON,BIEN_UTILISE
Salle,24BP1,Cours GQHSE N3S2-1,GQHSE,3,ING,2022/2023,2023-03-06,12:30,16:30,CM,Semestre 2,37,60,ENS-GQHSE-0004,NON,NON,BIEN_UTILISE
Salle,19BS2,Cours GQHSE N3S2-1,GQHSE,3,ING,2022/2023,2023-03-21,07:30,11:30,TD,Semestre 2,18,60,ENS-GQHSE-0007,NON,NON,BIEN_UTILISE
Salle,28BP1,Cours GQHSE N3S2-1,GQHSE,3,ING,2022/2023,2023-05-17,07:30,11:30,TD,Semestre 2,18,60,ENS-GQHSE-0001,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Cours GQHSE N3S2-1,GQHSE,3,ING,2022/2023,2023-06-09,12:30,16:30,TP,Semestre 2,12,30,ENS-GQHSE-0006,NON,OUI,BIEN_UTILISE
Labo,Labo-GCI,Cours GQHSE N3S2-1,GQHSE,3,ING,2022/2023,2023-03-22,07:30,11:30,TP,Semestre 2,12,35,ENS-GQHSE-0005,NON,NON,BIEN_UTILISE
Salle,32BP1,Cours GQHSE N5S2-2,GQHSE,5,ING,2022/2023,2023-06-08,12:30,16:30,CM,Semestre 2,1,60,ENS-GQHSE-0001,NON,NON,SOUS_UTILISE
Salle,05BP0,Cours GQHSE N5S2-2,GQHSE,5,ING,2022/2023,2023-05-03,07:30,11:30,CM,Semestre 2,1,60,ENS-GQHSE-0008,NON,NON,SOUS_UTILISE
Salle,34BP2,Cours GQHSE N5S2-2,GQHSE,5,ING,2022/2023,2023-03-18,12:30,16:30,CM,Semestre 2,1,60,ENS-GQHSE-0002,NON,NON,SOUS_UTILISE
Salle,08BS0,Cours GQHSE N5S2-2,GQHSE,5,ING,2022/2023,2023-03-07,12:30,16:30,TD,Semestre 2,0,60,ENS-GQHSE-0003,NON,NON,BIEN_UTILISE
Salle,24BP2,Cours GQHSE N5S2-2,GQHSE,5,ING,2022/2023,2023-04-14,07:30,11:30,TD,Semestre 2,0,60,ENS-GQHSE-0003,OUI,NON,BIEN_UTILISE
Labo,Labo-Physique1,Cours GQHSE N5S2-2,GQHSE,5,ING,2022/2023,2023-03-11,07:30,11:30,TP,Semestre 2,0,40,ENS-GQHSE-0005,NON,NON,BIEN_UTILISE
Labo,Labo-GM,Cours GQHSE N5S2-2,GQHSE,5,ING,2022/2023,2023-04-14,07:30,11:30,TP,Semestre 2,0,35,ENS-GQHSE-0007,NON,NON,BIEN_UTILISE
Salle,34BP1,Systèmes Électriques,GE,3,ING,2022/2023,2023-03-13,12:30,16:30,CM,Semestre 2,37,60,ENS-GE-0008,OUI,NON,BIEN_UTILISE
Salle,30BP1,Systèmes Électriques,GE,3,ING,2022/2023,2023-02-04,12:30,16:30,CM,Semestre 2,37,60,ENS-GE-0008,NON,OUI,SOUS_UTILISE
Salle,19BP2,Systèmes Électriques,GE,3,ING,2022/2023,2023-06-15,07:30,11:30,CM,Semestre 2,37,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,31BS2,Systèmes Électriques,GE,3,ING,2022/2023,2023-04-01,12:30,16:30,TD,Semestre 2,18,120,ENS-GE-0008,OUI,OUI,SOUS_UTILISE
Salle,23BS2,Systèmes Électriques,GE,3,ING,2022/2023,2023-06-14,07:30,11:30,TD,Semestre 2,18,60,ENS-GE-0008,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,3,ING,2022/2023,2023-03-08,07:30,11:30,TP,Semestre 2,12,40,ENS-GE-0010,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,3,ING,2022/2023,2023-06-12,07:30,11:30,TP,Semestre 2,12,40,ENS-GE-0002,NON,NON,BIEN_UTILISE
Salle,24BS2,Cours GMP N4S2-1,GMP,4,ING,2022/2023,2023-02-13,12:30,16:30,CM,Semestre 2,12,60,ENS-GMP-0010,OUI,OUI,SOUS_UTILISE
Salle,29BP2,Cours GMP N4S2-1,GMP,4,ING,2022/2023,2023-02-18,07:30,11:30,CM,Semestre 2,12,60,ENS-GMP-0008,NON,NON,SOUS_UTILISE
Salle,32BP2,Cours GMP N4S2-1,GMP,4,ING,2022/2023,2023-02-06,07:30,11:30,CM,Semestre 2,12,60,ENS-GMP-0003,NON,NON,SOUS_UTILISE
Salle,31BP1,Cours GMP N4S2-1,GMP,4,ING,2022/2023,2023-03-06,07:30,11:30,TD,Semestre 2,6,60,ENS-GMP-0010,OUI,NON,BIEN_UTILISE
Salle,27BS2,Cours GMP N4S2-1,GMP,4,ING,2022/2023,2023-06-07,07:30,11:30,TD,Semestre 2,6,120,ENS-GMP-0007,OUI,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N4S2-1,GMP,4,ING,2022/2023,2023-02-17,07:30,11:30,TP,Semestre 2,4,35,ENS-GMP-0008,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N4S2-1,GMP,4,ING,2022/2023,2023-03-22,07:30,11:30,TP,Semestre 2,4,35,ENS-GMP-0002,NON,NON,BIEN_UTILISE
Salle,34BP2,Cours GESI N3S2-1,GESI,3,ING,2022/2023,2023-04-18,12:30,16:30,CM,Semestre 2,42,60,ENS-GIT-0005,NON,NON,BIEN_UTILISE
Salle,03BS0,Cours GESI N3S2-1,GESI,3,ING,2022/2023,2023-04-27,12:30,16:30,CM,Semestre 2,42,60,ENS-GIT-0019,NON,NON,BIEN_UTILISE
Salle,22BS2,Cours GESI N3S2-1,GESI,3,ING,2022/2023,2023-02-03,12:30,16:30,CM,Semestre 2,42,60,ENS-GIT-0010,OUI,NON,BIEN_UTILISE
Salle,22BP2,Cours GESI N3S2-1,GESI,3,ING,2022/2023,2023-02-08,12:30,16:30,TD,Semestre 2,21,60,ENS-GIT-0009,OUI,OUI,SOUS_UTILISE
Salle,25BP1,Cours GESI N3S2-1,GESI,3,ING,2022/2023,2023-03-20,07:30,11:30,TD,Semestre 2,21,60,ENS-GIT-0018,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N3S2-1,GESI,3,ING,2022/2023,2023-05-22,12:30,16:30,TP,Semestre 2,14,50,ENS-GIT-0001,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N3S2-1,GESI,3,ING,2022/2023,2023-03-09,07:30,11:30,TP,Semestre 2,14,50,ENS-GIT-0008,NON,NON,BIEN_UTILISE
Salle,18BP1,Procédés Industriels,GPR,5,ING,2022/2023,2023-05-09,12:30,16:30,CM,Semestre 2,5,60,ENS-GPR-0004,NON,NON,SOUS_UTILISE
Salle,26BP2,Procédés Industriels,GPR,5,ING,2022/2023,2023-04-28,07:30,11:30,CM,Semestre 2,5,120,ENS-GPR-0005,OUI,NON,BIEN_UTILISE
Salle,21BS1,Procédés Industriels,GPR,5,ING,2022/2023,2023-05-10,12:30,16:30,CM,Semestre 2,5,60,ENS-GPR-0003,OUI,NON,BIEN_UTILISE
Salle,18BS1,Procédés Industriels,GPR,5,ING,2022/2023,2023-05-13,07:30,11:30,TD,Semestre 2,2,60,ENS-GPR-0004,OUI,NON,BIEN_UTILISE
Salle,22BS2,Procédés Industriels,GPR,5,ING,2022/2023,2023-05-10,12:30,16:30,TD,Semestre 2,2,60,ENS-GPR-0006,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Procédés Industriels,GPR,5,ING,2022/2023,2023-06-01,07:30,11:30,TP,Semestre 2,1,30,ENS-GPR-0003,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Procédés Industriels,GPR,5,ING,2022/2023,2023-03-23,07:30,11:30,TP,Semestre 2,1,30,ENS-GPR-0005,NON,NON,BIEN_UTILISE
Salle,31BS2,Catalyse,GPR,4,ING,2022/2023,2023-05-26,12:30,16:30,CM,Semestre 2,14,120,ENS-GPR-0011,OUI,NON,BIEN_UTILISE
Salle,04BS0,Catalyse,GPR,4,ING,2022/2023,2023-04-26,12:30,16:30,CM,Semestre 2,14,60,ENS-GPR-0007,OUI,NON,BIEN_UTILISE
Salle,25BS2,Catalyse,GPR,4,ING,2022/2023,2023-04-03,12:30,16:30,CM,Semestre 2,14,60,ENS-GPR-0010,NON,NON,SOUS_UTILISE
Salle,26BP2,Catalyse,GPR,4,ING,2022/2023,2023-03-13,07:30,11:30,TD,Semestre 2,7,120,ENS-GPR-0006,OUI,NON,BIEN_UTILISE
Salle,06BS0,Catalyse,GPR,4,ING,2022/2023,2023-03-23,12:30,16:30,TD,Semestre 2,7,60,ENS-GPR-0010,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Catalyse,GPR,4,ING,2022/2023,2023-02-08,12:30,16:30,TP,Semestre 2,4,30,ENS-GPR-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Catalyse,GPR,4,ING,2022/2023,2023-02-25,07:30,11:30,TP,Semestre 2,4,30,ENS-GPR-0003,NON,NON,BIEN_UTILISE
Salle,31BP1,Cours GEE N4S2-2,GEE,4,SCI ING,2022/2023,2023-04-04,07:30,11:30,CM,Semestre 2,9,60,ENS-GE-0003,OUI,NON,BIEN_UTILISE
Salle,06BP0,Cours GEE N4S2-2,GEE,4,SCI ING,2022/2023,2023-03-03,12:30,16:30,CM,Semestre 2,9,60,ENS-GE-0002,OUI,NON,BIEN_UTILISE
Salle,26BS1,Cours GEE N4S2-2,GEE,4,SCI ING,2022/2023,2023-04-26,07:30,11:30,CM,Semestre 2,9,60,ENS-GE-0003,NON,NON,SOUS_UTILISE
Salle,01BS0,Cours GEE N4S2-2,GEE,4,SCI ING,2022/2023,2023-02-06,07:30,11:30,TD,Semestre 2,4,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,07BP0,Cours GEE N4S2-2,GEE,4,SCI ING,2022/2023,2023-05-09,12:30,16:30,TD,Semestre 2,4,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N4S2-2,GEE,4,SCI ING,2022/2023,2023-02-20,12:30,16:30,TP,Semestre 2,3,30,ENS-GE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N4S2-2,GEE,4,SCI ING,2022/2023,2023-02-06,07:30,11:30,TP,Semestre 2,3,30,ENS-GE-0012,NON,NON,BIEN_UTILISE
Salle,32BS2,Hydraulique,GCI,5,ING,2022/2023,2023-05-18,12:30,16:30,CM,Semestre 2,10,60,ENS-GCI-0007,OUI,NON,BIEN_UTILISE
Salle,07BS0,Hydraulique,GCI,5,ING,2022/2023,2023-02-23,07:30,11:30,CM,Semestre 2,10,60,ENS-GCI-0003,OUI,NON,BIEN_UTILISE
Salle,32BP2,Hydraulique,GCI,5,ING,2022/2023,2023-02-25,12:30,16:30,CM,Semestre 2,10,60,ENS-GCI-0004,NON,NON,SOUS_UTILISE
Salle,27BS2,Hydraulique,GCI,5,ING,2022/2023,2023-05-20,07:30,11:30,TD,Semestre 2,5,120,ENS-GCI-0003,OUI,NON,BIEN_UTILISE
Salle,24BS1,Hydraulique,GCI,5,ING,2022/2023,2023-05-08,07:30,11:30,TD,Semestre 2,5,60,ENS-GCI-0015,OUI,NON,BIEN_UTILISE
Labo,Labo-GCI,Hydraulique,GCI,5,ING,2022/2023,2023-04-04,12:30,16:30,TP,Semestre 2,3,35,ENS-GCI-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GCI,Hydraulique,GCI,5,ING,2022/2023,2023-02-06,07:30,11:30,TP,Semestre 2,3,35,ENS-GCI-0005,NON,NON,BIEN_UTILISE
Salle,06BS0,Conversion d'Énergie,GE,5,ING,2022/2023,2023-04-24,07:30,11:30,CM,Semestre 2,8,60,ENS-GE-0010,OUI,NON,BIEN_UTILISE
Salle,33BP1,Conversion d'Énergie,GE,5,ING,2022/2023,2023-02-14,12:30,16:30,CM,Semestre 2,8,60,ENS-GE-0001,NON,NON,SOUS_UTILISE
Salle,21BP2,Conversion d'Énergie,GE,5,ING,2022/2023,2023-04-21,12:30,16:30,CM,Semestre 2,8,120,ENS-GE-0003,OUI,NON,BIEN_UTILISE
Salle,28BS1,Conversion d'Énergie,GE,5,ING,2022/2023,2023-03-30,07:30,11:30,TD,Semestre 2,4,60,ENS-GE-0009,NON,NON,BIEN_UTILISE
Salle,28BS2,Conversion d'Énergie,GE,5,ING,2022/2023,2023-05-03,12:30,16:30,TD,Semestre 2,4,60,ENS-GE-0012,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Conversion d'Énergie,GE,5,ING,2022/2023,2023-03-31,12:30,16:30,TP,Semestre 2,2,40,ENS-GE-0008,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Conversion d'Énergie,GE,5,ING,2022/2023,2023-05-31,07:30,11:30,TP,Semestre 2,2,40,ENS-GE-0007,NON,NON,BIEN_UTILISE
Salle,19BP1,Procédés Industriels,GPR,4,ING,2022/2023,2023-05-08,12:30,16:30,CM,Semestre 2,14,60,ENS-GPR-0012,OUI,NON,BIEN_UTILISE
Salle,07BP0,Procédés Industriels,GPR,4,ING,2022/2023,2023-03-22,12:30,16:30,CM,Semestre 2,14,60,ENS-GPR-0005,OUI,NON,BIEN_UTILISE
Salle,18BS1,Procédés Industriels,GPR,4,ING,2022/2023,2023-06-15,12:30,16:30,CM,Semestre 2,14,60,ENS-GPR-0010,OUI,NON,BIEN_UTILISE
Salle,21BS2,Procédés Industriels,GPR,4,ING,2022/2023,2023-02-22,12:30,16:30,TD,Semestre 2,7,120,ENS-GPR-0008,NON,NON,BIEN_UTILISE
Salle,33BP2,Procédés Industriels,GPR,4,ING,2022/2023,2023-04-20,07:30,11:30,TD,Semestre 2,7,120,ENS-GPR-0001,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Procédés Industriels,GPR,4,ING,2022/2023,2023-02-04,07:30,11:30,TP,Semestre 2,4,30,ENS-GPR-0012,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Procédés Industriels,GPR,4,ING,2022/2023,2023-04-24,07:30,11:30,TP,Semestre 2,4,30,ENS-GPR-0005,NON,NON,BIEN_UTILISE
Salle,28BS1,Cours GEE N4S2-3,GEE,4,SCI ING,2022/2023,2023-02-22,12:30,16:30,CM,Semestre 2,9,60,ENS-GE-0002,NON,NON,SOUS_UTILISE
Salle,31BP2,Cours GEE N4S2-3,GEE,4,SCI ING,2022/2023,2023-02-10,12:30,16:30,CM,Semestre 2,9,120,ENS-GE-0001,OUI,NON,BIEN_UTILISE
Salle,18BP2,Cours GEE N4S2-3,GEE,4,SCI ING,2022/2023,2023-05-15,07:30,11:30,CM,Semestre 2,9,60,ENS-GE-0002,OUI,NON,BIEN_UTILISE
Salle,32BS2,Cours GEE N4S2-3,GEE,4,SCI ING,2022/2023,2023-05-24,12:30,16:30,TD,Semestre 2,4,60,ENS-GE-0003,OUI,NON,BIEN_UTILISE
Salle,30BS2,Cours GEE N4S2-3,GEE,4,SCI ING,2022/2023,2023-04-28,12:30,16:30,TD,Semestre 2,4,60,ENS-GE-0002,OUI,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N4S2-3,GEE,4,SCI ING,2022/2023,2023-05-23,07:30,11:30,TP,Semestre 2,3,30,ENS-GE-0012,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N4S2-3,GEE,4,SCI ING,2022/2023,2023-03-10,07:30,11:30,TP,Semestre 2,3,30,ENS-GE-0006,NON,NON,BIEN_UTILISE
Salle,05BS0,Cours GEE N3S2-3,GEE,3,SCI ING,2022/2023,2023-04-08,12:30,16:30,CM,Semestre 2,19,60,ENS-GE-0005,OUI,NON,BIEN_UTILISE
Salle,18BP1,Cours GEE N3S2-3,GEE,3,SCI ING,2022/2023,2023-03-13,12:30,16:30,CM,Semestre 2,19,60,ENS-GE-0010,NON,NON,SOUS_UTILISE
Salle,22BS2,Cours GEE N3S2-3,GEE,3,SCI ING,2022/2023,2023-05-04,07:30,11:30,CM,Semestre 2,19,60,ENS-GE-0011,OUI,NON,BIEN_UTILISE
Salle,32BP2,Cours GEE N3S2-3,GEE,3,SCI ING,2022/2023,2023-05-16,12:30,16:30,TD,Semestre 2,9,60,ENS-GE-0002,NON,NON,BIEN_UTILISE
Salle,21BS1,Cours GEE N3S2-3,GEE,3,SCI ING,2022/2023,2023-03-03,07:30,11:30,TD,Semestre 2,9,60,ENS-GE-0012,OUI,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N3S2-3,GEE,3,SCI ING,2022/2023,2023-02-09,07:30,11:30,TP,Semestre 2,6,30,ENS-GE-0008,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N3S2-3,GEE,3,SCI ING,2022/2023,2023-02-07,07:30,11:30,TP,Semestre 2,6,30,ENS-GE-0008,NON,NON,BIEN_UTILISE
Salle,29BP1,Systèmes d'exploitation,GIT,4,ING,2022/2023,2023-04-08,07:30,11:30,CM,Semestre 2,13,60,ENS-GIT-0010,OUI,OUI,SOUS_UTILISE
Salle,31BS2,Systèmes d'exploitation,GIT,4,ING,2022/2023,2023-05-08,07:30,11:30,CM,Semestre 2,13,120,ENS-GIT-0024,OUI,NON,BIEN_UTILISE
Salle,23BP2,Systèmes d'exploitation,GIT,4,ING,2022/2023,2023-03-16,12:30,16:30,CM,Semestre 2,13,60,ENS-GIT-0018,NON,OUI,SOUS_UTILISE
Salle,31BP1,Systèmes d'exploitation,GIT,4,ING,2022/2023,2023-05-12,07:30,11:30,TD,Semestre 2,6,60,ENS-GIT-0021,OUI,NON,BIEN_UTILISE
Salle,27BP2,Systèmes d'exploitation,GIT,4,ING,2022/2023,2023-04-01,12:30,16:30,TD,Semestre 2,6,120,ENS-GIT-0004,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Systèmes d'exploitation,GIT,4,ING,2022/2023,2023-03-24,12:30,16:30,TP,Semestre 2,4,50,ENS-GIT-0005,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Systèmes d'exploitation,GIT,4,ING,2022/2023,2023-03-04,07:30,11:30,TP,Semestre 2,4,50,ENS-GIT-0002,NON,NON,BIEN_UTILISE
Salle,34BS2,Cours GMP N5S2-1,GMP,5,ING,2022/2023,2023-05-19,12:30,16:30,CM,Semestre 2,8,60,ENS-GMP-0005,OUI,NON,BIEN_UTILISE
Salle,32BS2,Cours GMP N5S2-1,GMP,5,ING,2022/2023,2023-05-17,12:30,16:30,CM,Semestre 2,8,60,ENS-GMP-0003,OUI,NON,BIEN_UTILISE
Salle,03BS0,Cours GMP N5S2-1,GMP,5,ING,2022/2023,2023-04-27,07:30,11:30,CM,Semestre 2,8,60,ENS-GMP-0010,NON,NON,SOUS_UTILISE
Salle,08BP0,Cours GMP N5S2-1,GMP,5,ING,2022/2023,2023-02-27,12:30,16:30,TD,Semestre 2,4,60,ENS-GMP-0006,NON,NON,BIEN_UTILISE
Salle,30BS2,Cours GMP N5S2-1,GMP,5,ING,2022/2023,2023-05-24,07:30,11:30,TD,Semestre 2,4,60,ENS-GMP-0009,OUI,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N5S2-1,GMP,5,ING,2022/2023,2023-05-15,12:30,16:30,TP,Semestre 2,2,35,ENS-GMP-0003,NON,NON,BIEN_UTILISE
Labo,Labo-GMP,Cours GMP N5S2-1,GMP,5,ING,2022/2023,2023-04-27,07:30,11:30,TP,Semestre 2,2,35,ENS-GMP-0010,NON,NON,BIEN_UTILISE
Salle,34BS2,Cours Météorologie N4S2-1,Météorologie,4,ING,2022/2023,2023-06-12,07:30,11:30,CM,Semestre 2,13,60,ENS-METEO-0008,OUI,NON,BIEN_UTILISE
Salle,18BP2,Cours Météorologie N4S2-1,Météorologie,4,ING,2022/2023,2023-03-21,12:30,16:30,CM,Semestre 2,13,60,ENS-METEO-0001,OUI,NON,BIEN_UTILISE
Salle,22BS2,Cours Météorologie N4S2-1,Météorologie,4,ING,2022/2023,2023-02-22,07:30,11:30,CM,Semestre 2,13,60,ENS-METEO-0006,OUI,NON,BIEN_UTILISE
Salle,31BS2,Cours Météorologie N4S2-1,Météorologie,4,ING,2022/2023,2023-06-01,12:30,16:30,TD,Semestre 2,6,120,ENS-METEO-0003,OUI,OUI,SOUS_UTILISE
Salle,18BP1,Cours Météorologie N4S2-1,Météorologie,4,ING,2022/2023,2023-04-21,12:30,16:30,TD,Semestre 2,6,60,ENS-METEO-0003,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours Météorologie N4S2-1,Météorologie,4,ING,2022/2023,2023-06-03,07:30,11:30,TP,Semestre 2,4,50,ENS-METEO-0004,NON,NON,BIEN_UTILISE
Labo,Labo-Physique2,Cours Météorologie N4S2-1,Météorologie,4,ING,2022/2023,2023-05-25,12:30,16:30,TP,Semestre 2,4,40,ENS-METEO-0007,NON,NON,BIEN_UTILISE
Salle,19BS2,Conversion d'Énergie,GE,4,ING,2022/2023,2023-03-30,12:30,16:30,CM,Semestre 2,10,60,ENS-GE-0003,NON,OUI,SOUS_UTILISE
Salle,27BS2,Conversion d'Énergie,GE,4,ING,2022/2023,2023-02-15,12:30,16:30,CM,Semestre 2,10,120,ENS-GE-0001,OUI,NON,BIEN_UTILISE
Salle,28BS2,Conversion d'Énergie,GE,4,ING,2022/2023,2023-05-29,12:30,16:30,CM,Semestre 2,10,60,ENS-GE-0012,OUI,NON,BIEN_UTILISE
Salle,07BS0,Conversion d'Énergie,GE,4,ING,2022/2023,2023-05-01,07:30,11:30,TD,Semestre 2,5,60,ENS-GE-0008,OUI,NON,BIEN_UTILISE
Salle,07BP0,Conversion d'Énergie,GE,4,ING,2022/2023,2023-02-18,12:30,16:30,TD,Semestre 2,5,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Conversion d'Énergie,GE,4,ING,2022/2023,2023-02-25,12:30,16:30,TP,Semestre 2,3,40,ENS-GE-0009,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Conversion d'Énergie,GE,4,ING,2022/2023,2023-04-08,07:30,11:30,TP,Semestre 2,3,40,ENS-GE-0009,NON,NON,BIEN_UTILISE
