Matricule,Annee_academique,Niveau,Cursus,Filiere,Age,Annee_naissance,Genre,Distance_domicile_ecole,Travaille,Note_moy_CC_S1,Note_moy_SN_S1,Note_moy_CC_S2,Note_moy_SN_S2,Moyenne_S1,Moyenne_S2,Moyenne_annuelle,Nb_matieres_validees,Nb_credits_obtenus,Nb_matieres_non_validees,Nb_heures_cours_total,Nb_heures_presence,Nb_projets,Reussite
22G77385,2024/2025,3,ING,GM,19,2005,F,>15km,NON,15.79,14.84,15.28,17.99,15.22,16.9,16.06,19,57,1,440,378,4,1
22G35991,2024/2025,3,ING,GESI,20,2004,M,>15km,NON,14.86,14.92,12.22,15.6,14.89,14.25,14.57,20,60,0,425,401,5,1
22G56291,2024/2025,3,ING,GMP,21,2003,F,>15km,NON,16.26,16.21,17.24,17.8,16.23,17.58,16.9,20,60,0,435,329,4,1
22G30974,2024/2025,3,ING,GAM,20,2004,F,<5km,NON,11.22,11.33,10.46,13.53,11.29,12.3,11.79,19,57,1,430,408,4,1
22G66908,2024/2025,3,ING,Météorologie,20,2004,F,>15km,NON,10.53,10.51,8.49,9.46,10.52,9.07,9.79,20,60,0,415,363,4,1
22G51050,2024/2025,3,ING,GE,19,2005,M,<5km,NON,15.16,18.16,16.93,17.14,16.96,17.05,17.01,18,54,2,435,388,4,1
22G96900,2024/2025,3,ING,GIT,20,2004,F,5-15km,NON,17.23,16.59,15.03,18.55,16.85,17.14,16.99,20,60,0,430,394,5,1
22G78750,2024/2025,3,ING,GCI,20,2004,M,>15km,NON,16.34,15.43,15.42,14.36,15.8,14.78,15.29,20,60,0,440,413,4,1
22G89816,2024/2025,3,ING,GPR,20,2004,M,<5km,NON,15.05,16.99,14.01,16.89,16.22,15.74,15.98,20,60,0,425,358,4,1
22G95255,2024/2025,2,ING,Tronc_commun,20,2004,M,>15km,NON,14.69,13.32,14.91,15.05,13.87,15.0,14.43,19,57,1,420,384,3,1
22G95043,2024/2025,2,ING,Tronc_commun,20,2004,F,<5km,NON,15.49,17.91,17.15,16.64,16.95,16.84,16.89,18,54,2,420,341,3,1
22G66442,2024/2025,3,ING,GPR,21,2003,F,>15km,NON,10.8,13.87,13.07,14.76,12.64,14.08,13.36,18,54,2,425,409,4,1
22G14151,2024/2025,3,ING,GESI,20,2004,M,>15km,NON,12.96,14.91,14.3,16.79,14.13,15.79,14.96,19,57,1,425,336,5,1
22G50055,2024/2025,3,ING,GE,20,2004,M,5-15km,NON,13.84,15.15,13.36,17.7,14.63,15.97,15.3,20,60,0,435,425,4,1
22G14178,2024/2025,2,ING,Tronc_commun,21,2003,M,>15km,NON,17.79,15.5,17.41,15.62,16.42,16.34,16.38,19,57,1,420,387,3,1
22G45276,2024/2025,2,ING,Tronc_commun,20,2004,F,<5km,NON,6.9,4.25,5.57,5.73,5.31,5.67,5.49,11,33,9,420,296,3,0
22G11073,2024/2025,2,ING,Tronc_commun,19,2005,F,<5km,NON,14.81,13.69,14.33,14.88,14.14,14.66,14.4,19,57,1,420,400,3,1
22G46747,2024/2025,3,ING,GPR,19,2005,M,>15km,NON,13.23,13.08,13.89,13.05,13.14,13.39,13.26,19,57,1,425,324,4,1
22G15987,2024/2025,2,ING,Tronc_commun,21,2003,F,5-15km,NON,12.45,13.23,15.02,14.62,12.92,14.78,13.85,20,60,0,420,341,3,1
22G39789,2024/2025,3,ING,GCI,21,2003,F,<5km,OUI,15.86,17.44,14.01,17.58,16.81,16.15,16.48,20,60,0,440,368,4,1
22G87370,2024/2025,3,ING,GESI,20,2004,F,>15km,NON,16.1,14.25,15.2,14.66,14.99,14.88,14.93,20,60,0,425,405,5,1
22G55266,2024/2025,3,ING,GMP,21,2003,M,<5km,NON,14.59,13.39,11.81,12.57,13.87,12.27,13.07,18,54,2,435,403,4,1
22G83692,2024/2025,3,ING,GPR,19,2005,M,5-15km,NON,15.29,17.33,17.49,16.86,16.51,17.11,16.81,20,60,0,425,388,4,1
22G28049,2024/2025,3,ING,GMP,20,2004,F,<5km,NON,6.4,7.29,8.7,5.87,6.93,7.01,6.97,10,30,10,435,269,4,0
22G56445,2024/2025,3,ING,GCI,19,2005,M,>15km,NON,16.52,14.68,15.98,17.19,15.42,16.7,16.06,20,60,0,440,355,4,1
22G93365,2024/2025,2,ING,Tronc_commun,19,2005,F,5-15km,NON,8.45,7.81,9.17,10.23,8.07,9.81,8.94,12,36,8,420,307,3,0
22G13035,2024/2025,3,ING,GPR,21,2003,M,>15km,NON,12.06,12.83,15.07,15.53,12.52,15.34,13.93,19,57,1,425,387,4,1
22G22348,2024/2025,3,ING,GPR,20,2004,M,5-15km,NON,7.01,9.77,7.29,7.41,8.67,7.36,8.01,16,48,4,425,268,4,0
22G39750,2024/2025,3,ING,GAM,19,2005,M,5-15km,NON,14.37,13.26,12.89,15.82,13.71,14.65,14.18,19,57,1,430,409,4,1
22G88200,2024/2025,3,ING,GPR,20,2004,M,<5km,OUI,13.97,13.4,14.03,11.24,13.63,12.36,12.99,20,60,0,425,241,4,1
22G74418,2024/2025,3,ING,GM,21,2003,F,<5km,OUI,8.11,10.39,8.66,8.78,9.48,8.73,9.11,9,27,11,440,330,4,0
22G20311,2024/2025,2,ING,Tronc_commun,21,2003,M,<5km,NON,7.2,8.17,10.87,9.56,7.78,10.08,8.93,19,57,1,420,188,3,0
22G28643,2024/2025,3,ING,GE,19,2005,F,>15km,NON,10.1,10.56,11.28,9.24,10.38,10.06,10.22,18,54,2,435,419,4,1
22G13826,2024/2025,2,ING,Tronc_commun,20,2004,M,5-15km,NON,10.17,10.72,12.03,11.79,10.5,11.89,11.19,20,60,0,420,393,3,1
22G56919,2024/2025,2,ING,Tronc_commun,19,2005,F,5-15km,NON,9.84,10.02,7.17,8.77,9.95,8.13,9.04,18,54,2,420,272,3,0
22G29528,2024/2025,3,ING,GE,21,2003,F,>15km,NON,9.09,10.57,12.56,12.52,9.98,12.54,11.26,19,57,1,435,393,4,1
22G59847,2024/2025,3,ING,GPR,19,2005,F,<5km,NON,18.42,16.49,16.25,18.82,17.26,17.79,17.53,20,60,0,425,360,4,1
22G16699,2024/2025,3,ING,GMP,21,2003,F,5-15km,NON,11.61,14.28,12.32,11.94,13.21,12.09,12.65,18,54,2,435,370,4,1
22G39287,2024/2025,3,ING,GQHSE,21,2003,M,>15km,NON,12.27,12.74,10.19,12.41,12.56,11.52,12.04,18,54,2,420,401,4,1
22G98722,2024/2025,3,ING,GESI,20,2004,F,5-15km,NON,15.02,18.18,15.38,18.86,16.91,17.47,17.19,20,60,0,425,416,5,1
22G54855,2024/2025,2,ING,Tronc_commun,19,2005,F,>15km,OUI,14.0,14.55,13.41,14.37,14.33,13.99,14.16,18,54,2,420,325,3,1
22G66543,2024/2025,3,ING,GM,19,2005,M,>15km,NON,9.93,12.11,10.85,13.29,11.24,12.31,11.77,18,54,2,440,397,4,1
22G40428,2024/2025,3,ING,GAM,20,2004,M,<5km,NON,13.61,14.21,13.31,15.44,13.97,14.59,14.28,18,54,2,430,411,4,1
22G72473,2024/2025,2,ING,Tronc_commun,21,2003,F,5-15km,NON,18.27,17.5,18.47,19.03,17.81,18.81,18.31,20,60,0,420,405,3,1
22G56855,2024/2025,1,ING,Tronc_commun,20,2004,M,>15km,NON,9.21,9.13,9.89,9.27,9.16,9.52,9.34,8,24,12,420,295,3,0
22G69474,2024/2025,2,ING,Tronc_commun,21,2003,M,5-15km,NON,8.62,11.37,10.53,9.89,10.27,10.15,10.21,18,54,2,420,396,3,1
22G27788,2024/2025,3,ING,GMP,20,2004,M,>15km,NON,14.78,15.34,13.78,16.33,15.12,15.31,15.22,20,60,0,435,364,4,1
22G24110,2024/2025,3,ING,GCI,20,2004,F,<5km,NON,9.4,10.22,11.64,10.53,9.89,10.97,10.43,18,54,2,440,398,4,1
22G42433,2024/2025,2,ING,Tronc_commun,20,2004,F,5-15km,NON,13.93,14.5,12.53,13.61,14.27,13.18,13.73,20,60,0,420,360,3,1
22G22513,2024/2025,2,ING,Tronc_commun,19,2005,M,>15km,NON,14.96,16.57,14.97,14.17,15.93,14.49,15.21,19,57,1,420,403,3,1
22G51610,2024/2025,3,ING,GQHSE,20,2004,F,5-15km,NON,6.97,8.85,10.64,9.05,8.1,9.68,8.89,16,48,4,420,234,4,0
22G31860,2024/2025,2,ING,Tronc_commun,20,2004,F,<5km,NON,11.88,13.81,11.41,15.06,13.04,13.6,13.32,18,54,2,420,338,3,1
22G32780,2024/2025,2,ING,Tronc_commun,20,2004,M,>15km,NON,12.37,14.81,14.73,12.57,13.84,13.44,13.64,19,57,1,420,325,3,1
22G43756,2024/2025,2,ING,Tronc_commun,21,2003,M,>15km,NON,17.03,19.07,19.33,18.99,18.26,19.12,18.69,18,54,2,420,370,3,1
22G95852,2024/2025,2,ING,Tronc_commun,20,2004,F,<5km,NON,10.95,11.73,10.95,10.67,11.42,10.78,11.1,19,57,1,420,349,3,1
22G11850,2024/2025,3,ING,GQHSE,21,2003,M,5-15km,NON,12.84,13.99,14.02,14.11,13.53,14.08,13.8,18,54,2,420,366,4,1
22G84844,2024/2025,3,ING,GESI,19,2005,M,>15km,NON,4.07,6.51,3.82,5.41,5.53,4.77,5.15,9,27,11,425,311,5,0
22G66555,2024/2025,3,ING,GAM,19,2005,M,<5km,NON,11.2,11.82,12.75,14.0,11.57,13.5,12.54,18,54,2,430,324,4,1
22G91063,2024/2025,3,ING,GQHSE,21,2003,F,<5km,NON,11.6,9.47,12.1,11.71,10.32,11.87,11.1,19,57,1,420,371,4,1
22G67124,2024/2025,3,ING,GCI,21,2003,F,<5km,NON,12.28,12.08,12.23,11.8,12.16,11.97,12.07,20,60,0,440,334,4,1
22G50732,2024/2025,2,ING,Tronc_commun,20,2004,M,>15km,NON,14.56,12.35,14.06,15.48,13.23,14.91,14.07,20,60,0,420,375,3,1
22G53244,2024/2025,2,ING,Tronc_commun,21,2003,M,<5km,NON,6.02,5.34,3.15,5.23,5.62,4.4,5.01,13,39,7,420,214,3,0
22G98759,2024/2025,2,ING,Tronc_commun,21,2003,F,5-15km,OUI,11.74,12.83,10.99,13.13,12.4,12.27,12.33,19,57,1,420,251,3,1
22G39827,2024/2025,2,ING,Tronc_commun,21,2003,M,<5km,NON,15.46,16.06,14.29,13.79,15.82,13.99,14.9,20,60,0,420,323,3,1
22G38221,2024/2025,3,ING,GESI,20,2004,M,>15km,NON,8.94,11.33,10.36,12.07,10.37,11.38,10.88,18,54,2,425,369,5,1
22G82883,2024/2025,3,ING,GPR,21,2003,M,5-15km,NON,5.78,6.43,5.25,6.25,6.17,5.85,6.01,18,54,2,425,184,4,0
22G75808,2024/2025,3,ING,GAM,20,2004,M,>15km,NON,15.0,12.7,14.42,15.88,13.62,15.3,14.46,20,60,0,430,413,4,1
22G48240,2024/2025,3,ING,Météorologie,21,2003,M,<5km,NON,16.95,18.22,16.78,16.34,17.71,16.52,17.11,19,57,1,415,389,4,1
22G29038,2024/2025,2,ING,Tronc_commun,20,2004,M,5-15km,NON,16.96,17.34,15.11,16.96,17.19,16.22,16.71,18,54,2,420,408,3,1
22G49030,2024/2025,3,ING,GM,20,2004,M,>15km,NON,16.25,17.7,16.63,16.99,17.12,16.84,16.98,18,54,2,440,391,4,1
22G28973,2024/2025,3,ING,Météorologie,21,2003,M,>15km,NON,12.63,14.15,13.75,11.45,13.54,12.37,12.96,18,54,2,415,328,4,1
22G41135,2024/2025,3,ING,GQHSE,19,2005,M,5-15km,NON,15.42,17.72,14.5,15.3,16.8,14.98,15.89,18,54,2,420,411,4,1
22G27368,2024/2025,3,ING,GE,20,2004,F,5-15km,OUI,11.68,12.61,11.67,14.9,12.24,13.61,12.92,19,57,1,435,333,4,1
22G67876,2024/2025,3,ING,GM,20,2004,F,<5km,OUI,13.67,12.99,15.29,15.86,13.26,15.63,14.45,18,54,2,440,299,4,1
22G89479,2024/2025,3,ING,GIT,21,2003,M,<5km,OUI,11.16,12.28,12.28,12.52,11.83,12.42,12.13,19,57,1,430,301,5,1
22G53415,2024/2025,1,ING,Tronc_commun,20,2004,M,>15km,OUI,12.54,11.96,10.02,13.32,12.19,12.0,12.09,20,60,0,420,325,3,1
22G47386,2024/2025,2,ING,Tronc_commun,21,2003,F,<5km,NON,9.89,9.4,10.16,8.35,9.59,9.07,9.33,9,27,11,420,297,3,0
22G21151,2024/2025,2,ING,Tronc_commun,21,2003,M,>15km,NON,11.9,14.04,10.84,13.27,13.18,12.3,12.74,19,57,1,420,401,3,1
22G49210,2024/2025,3,ING,GMP,19,2005,F,>15km,NON,13.19,11.5,11.29,13.8,12.18,12.79,12.48,20,60,0,435,357,4,1
22G58825,2024/2025,2,ING,Tronc_commun,19,2005,M,<5km,NON,7.68,9.87,6.66,9.77,8.99,8.53,8.76,15,45,5,420,212,3,0
22G99872,2024/2025,2,ING,Tronc_commun,21,2003,M,>15km,NON,11.12,12.91,9.01,11.11,12.19,10.27,11.23,18,54,2,420,351,3,1
22G86710,2024/2025,3,ING,GM,20,2004,F,<5km,NON,15.5,17.56,16.64,17.71,16.73,17.28,17.01,19,57,1,440,363,4,1
22G98893,2024/2025,2,ING,Tronc_commun,21,2003,M,5-15km,NON,16.19,15.65,14.13,17.36,15.86,16.07,15.97,20,60,0,420,378,3,1
22G12070,2024/2025,3,ING,Météorologie,20,2004,M,>15km,NON,16.32,15.16,17.5,17.35,15.63,17.41,16.52,20,60,0,415,396,4,1
22G86617,2024/2025,2,ING,Tronc_commun,19,2005,F,>15km,NON,6.68,6.45,8.45,9.04,6.54,8.8,7.67,16,48,4,420,192,3,0
22G26581,2024/2025,2,ING,Tronc_commun,20,2004,F,<5km,NON,13.26,13.58,14.05,13.02,13.45,13.43,13.44,20,60,0,420,356,3,1
22G69233,2024/2025,2,ING,Tronc_commun,19,2005,M,>15km,NON,15.89,14.73,15.91,15.84,15.19,15.87,15.53,19,57,1,420,316,3,1
22G24620,2024/2025,2,ING,Tronc_commun,20,2004,M,>15km,NON,14.5,14.46,12.83,14.74,14.48,13.98,14.23,18,54,2,420,390,3,1
22G90528,2024/2025,3,ING,GCI,19,2005,M,>15km,NON,9.17,7.21,9.59,7.52,7.99,8.35,8.17,10,30,10,440,288,4,0
22G75984,2024/2025,3,ING,GESI,20,2004,M,>15km,NON,9.77,8.77,8.67,8.98,9.17,8.85,9.01,16,48,4,425,286,5,0
22G30397,2024/2025,3,ING,GAM,19,2005,M,>15km,NON,14.62,16.4,16.19,16.37,15.69,16.3,15.99,19,57,1,430,365,4,1
22G82082,2024/2025,2,ING,Tronc_commun,19,2005,F,>15km,NON,16.55,17.02,17.16,17.52,16.83,17.37,17.1,19,57,1,420,369,3,1
22G19898,2024/2025,2,ING,Tronc_commun,20,2004,F,<5km,NON,13.57,12.54,12.47,14.12,12.96,13.46,13.21,18,54,2,420,343,3,1
22G99049,2024/2025,2,ING,Tronc_commun,20,2004,F,5-15km,NON,14.78,17.38,17.33,14.71,16.34,15.76,16.05,20,60,0,420,404,3,1
22G24930,2024/2025,3,ING,GPR,19,2005,F,<5km,NON,10.43,11.07,10.49,12.37,10.82,11.62,11.22,20,60,0,425,326,4,1
22G84039,2024/2025,3,ING,GCI,21,2003,F,5-15km,NON,15.91,17.84,18.01,15.98,17.07,16.79,16.93,18,54,2,440,422,4,1
22G10128,2024/2025,3,ING,GE,20,2004,F,5-15km,NON,12.08,13.69,13.9,10.83,13.04,12.06,12.55,18,54,2,435,363,4,1
22G87969,2024/2025,2,ING,Tronc_commun,21,2003,M,5-15km,OUI,14.47,13.35,15.07,16.66,13.8,16.02,14.91,20,60,0,420,272,3,1
22G35755,2024/2025,3,ING,GQHSE,19,2005,F,5-15km,NON,16.39,19.37,16.48,19.5,18.18,18.29,18.23,19,57,1,420,325,4,1
22G51654,2024/2025,3,ING,GM,19,2005,M,<5km,NON,8.84,11.5,9.31,9.24,10.44,9.27,9.85,18,54,2,440,351,4,1
22G10770,2024/2025,3,ING,GM,19,2005,F,>15km,OUI,11.44,12.52,10.7,10.71,12.09,10.7,11.4,18,54,2,440,256,4,1
22G78254,2024/2025,2,ING,Tronc_commun,19,2005,F,>15km,NON,2.71,4.12,4.01,5.66,3.55,5.0,4.28,9,27,11,420,279,3,0
22G90336,2024/2025,2,ING,Tronc_commun,19,2005,M,>15km,NON,12.99,12.1,11.65,12.31,12.45,12.04,12.25,18,54,2,420,403,3,1
22G50590,2024/2025,2,ING,Tronc_commun,21,2003,F,<5km,NON,13.75,14.21,14.92,12.23,14.03,13.3,13.67,20,60,0,420,379,3,1
22G32295,2024/2025,2,ING,Tronc_commun,21,2003,F,>15km,NON,4.1,5.18,5.16,6.79,4.75,6.14,5.44,15,45,5,420,203,3,0
22G62398,2024/2025,1,ING,Tronc_commun,20,2004,F,<5km,NON,15.45,16.17,12.6,14.14,15.88,13.53,14.71,19,57,1,420,369,3,1
22G41161,2024/2025,3,ING,GESI,21,2003,M,5-15km,OUI,7.87,9.75,8.94,7.22,9.0,7.91,8.45,8,24,12,425,330,5,0
22G11115,2024/2025,3,ING,GPR,21,2003,M,5-15km,NON,17.06,14.36,16.0,15.54,15.44,15.72,15.58,19,57,1,425,362,4,1
22G63488,2024/2025,3,ING,GPR,21,2003,F,>15km,NON,15.58,19.25,18.78,19.48,17.78,19.2,18.49,18,54,2,425,379,4,1
22G55611,2024/2025,2,ING,Tronc_commun,20,2004,M,>15km,NON,17.31,18.84,17.67,18.74,18.23,18.31,18.27,19,57,1,420,394,3,1
22G29162,2024/2025,3,ING,GMP,19,2005,F,>15km,NON,10.24,11.45,11.18,11.96,10.97,11.65,11.31,18,54,2,435,358,4,1
22G76189,2024/2025,3,ING,GQHSE,19,2005,M,<5km,NON,13.92,13.55,14.39,14.39,13.7,14.39,14.04,19,57,1,420,384,4,1
22G41927,2024/2025,3,ING,Météorologie,21,2003,M,5-15km,NON,15.79,13.57,15.12,15.31,14.46,15.23,14.85,20,60,0,415,386,4,1
22G32612,2024/2025,3,ING,GESI,19,2005,M,5-15km,NON,10.71,12.58,10.78,12.83,11.84,12.01,11.92,20,60,0,425,336,5,1
22G23124,2024/2025,3,ING,GMP,19,2005,M,5-15km,NON,3.07,3.94,4.55,3.61,3.59,3.98,3.79,9,27,11,435,261,4,0
22G59190,2024/2025,3,ING,GIT,19,2005,M,>15km,NON,16.99,17.04,15.56,17.18,17.02,16.53,16.78,18,54,2,430,354,5,1
22G50698,2024/2025,3,ING,GIT,19,2005,M,<5km,NON,13.62,17.28,14.17,15.76,15.82,15.12,15.47,20,60,0,430,327,5,1
22G22915,2024/2025,3,ING,GIT,19,2005,M,5-15km,NON,10.59,12.97,10.93,12.34,12.02,11.78,11.9,19,57,1,430,391,5,1
22G40939,2024/2025,2,ING,Tronc_commun,19,2005,M,>15km,NON,6.95,5.22,4.65,6.9,5.91,6.0,5.95,14,42,6,420,266,3,0
22G35819,2024/2025,3,ING,GPR,21,2003,M,>15km,NON,7.51,9.16,8.97,11.19,8.5,10.3,9.4,8,24,12,425,296,4,0
22G60690,2024/2025,3,ING,GM,21,2003,M,>15km,NON,5.83,4.76,4.01,4.91,5.19,4.55,4.87,16,48,4,440,250,4,0
22G93515,2024/2025,2,ING,Tronc_commun,20,2004,M,5-15km,NON,7.79,8.74,6.64,7.65,8.36,7.25,7.8,18,54,2,420,281,3,0
22G11184,2024/2025,3,ING,Météorologie,19,2005,M,>15km,NON,16.82,16.96,16.73,15.15,16.91,15.78,16.34,20,60,0,415,333,4,1
22G72768,2024/2025,3,ING,GIT,19,2005,F,>15km,NON,10.38,10.13,13.14,10.42,10.23,11.51,10.87,20,60,0,430,380,5,1
22G11655,2024/2025,2,ING,Tronc_commun,20,2004,F,>15km,NON,16.81,17.31,16.58,15.77,17.11,16.09,16.6,18,54,2,420,345,3,1
22G73713,2024/2025,3,ING,GM,20,2004,F,<5km,NON,10.35,11.94,11.45,12.54,11.31,12.1,11.7,19,57,1,440,402,4,1
22G16051,2024/2025,3,ING,GMP,19,2005,M,5-15km,OUI,3.09,5.17,5.11,3.4,4.34,4.09,4.21,17,51,3,435,260,4,0
22G26960,2024/2025,3,ING,GESI,19,2005,F,>15km,OUI,8.76,11.3,8.34,9.76,10.29,9.19,9.74,18,54,2,425,273,5,1
22G23070,2024/2025,3,ING,GMP,19,2005,F,<5km,NON,16.47,17.02,13.57,15.15,16.8,14.52,15.66,19,57,1,435,362,4,1
22G69867,2024/2025,3,ING,GMP,19,2005,F,<5km,NON,9.58,8.9,9.62,9.69,9.17,9.66,9.41,20,60,0,435,335,4,1
22G45257,2024/2025,3,ING,GQHSE,21,2003,F,<5km,NON,10.99,11.43,11.34,14.49,11.26,13.23,12.24,20,60,0,420,378,4,1
22G95748,2024/2025,3,ING,GM,21,2003,F,<5km,NON,12.65,12.97,11.39,9.93,12.84,10.51,11.68,18,54,2,440,386,4,1
22G33632,2024/2025,2,ING,Tronc_commun,19,2005,F,<5km,NON,12.94,13.06,12.1,11.34,13.01,11.64,12.33,19,57,1,420,335,3,1
22G79348,2024/2025,3,ING,GESI,20,2004,M,<5km,NON,12.03,12.58,13.2,10.49,12.36,11.57,11.97,20,60,0,425,325,5,1
22G86564,2024/2025,3,ING,GIT,19,2005,F,>15km,NON,8.22,6.82,9.59,6.71,7.38,7.86,7.62,10,30,10,430,241,5,0
22G49837,2024/2025,2,ING,Tronc_commun,20,2004,F,5-15km,NON,16.68,17.31,15.8,16.74,17.06,16.37,16.71,20,60,0,420,324,3,1
22G65091,2024/2025,3,ING,GESI,21,2003,F,<5km,NON,12.26,13.19,11.76,11.37,12.82,11.53,12.17,19,57,1,425,348,5,1
22G90849,2024/2025,3,ING,GMP,20,2004,F,5-15km,NON,15.39,14.81,17.35,16.98,15.05,17.13,16.09,18,54,2,435,356,4,1
22G61050,2024/2025,2,ING,Tronc_commun,19,2005,M,5-15km,NON,8.21,5.02,6.29,5.35,6.29,5.73,6.01,11,33,9,420,212,3,0
22G66070,2024/2025,3,ING,GIT,20,2004,M,<5km,NON,11.25,11.85,12.14,10.42,11.61,11.1,11.36,19,57,1,430,415,5,1
22G67565,2024/2025,3,ING,GCI,20,2004,M,>15km,NON,13.69,15.12,13.13,13.16,14.55,13.15,13.85,20,60,0,440,409,4,1
22G98569,2024/2025,3,ING,GAM,21,2003,F,<5km,NON,14.66,17.67,14.57,14.39,16.47,14.46,15.46,18,54,2,430,373,4,1
22G65791,2024/2025,3,ING,GIT,19,2005,F,5-15km,NON,10.18,12.3,11.66,13.12,11.45,12.53,11.99,18,54,2,430,386,5,1
22G23965,2024/2025,3,ING,GM,19,2005,F,5-15km,NON,12.56,9.9,12.24,13.24,10.97,12.84,11.9,18,54,2,440,371,4,1
22G67752,2024/2025,3,ING,GESI,21,2003,M,<5km,NON,14.92,17.48,15.52,13.76,16.46,14.47,15.46,19,57,1,425,395,5,1
22G58792,2024/2025,3,ING,GQHSE,20,2004,F,<5km,NON,15.6,17.29,16.45,16.13,16.61,16.26,16.44,18,54,2,420,379,4,1
22G70131,2024/2025,2,ING,Tronc_commun,19,2005,M,>15km,NON,10.97,13.31,10.6,12.98,12.37,12.03,12.2,19,57,1,420,348,3,1
22G78780,2024/2025,3,ING,GE,20,2004,F,<5km,NON,11.34,9.56,10.07,9.79,10.27,9.9,10.09,20,60,0,435,398,4,1
22G31741,2024/2025,2,ING,Tronc_commun,21,2003,M,<5km,OUI,9.83,9.26,10.31,10.27,9.49,10.28,9.88,9,27,11,420,264,3,0
22G95888,2024/2025,2,ING,Tronc_commun,21,2003,F,>15km,NON,10.31,13.08,11.66,10.71,11.97,11.09,11.53,18,54,2,420,360,3,1
22G59909,2024/2025,2,ING,Tronc_commun,19,2005,F,5-15km,NON,17.92,15.43,18.34,17.13,16.43,17.61,17.02,20,60,0,420,368,3,1
22G61246,2024/2025,3,ING,GPR,20,2004,M,5-15km,NON,9.67,10.12,10.52,12.39,9.94,11.64,10.79,19,57,1,425,413,4,1
22G65608,2024/2025,3,ING,GE,19,2005,M,<5km,NON,8.89,8.11,9.1,11.21,8.42,10.36,9.39,9,27,11,435,194,4,0
22G48909,2024/2025,2,ING,Tronc_commun,21,2003,M,<5km,NON,18.83,17.21,17.33,18.49,17.85,18.03,17.94,20,60,0,420,358,3,1
22G69910,2024/2025,1,ING,Tronc_commun,20,2004,M,>15km,NON,12.02,14.86,14.39,11.93,13.72,12.91,13.32,17,51,3,420,359,3,1
22G49084,2024/2025,3,ING,GQHSE,19,2005,M,5-15km,NON,9.96,8.18,9.27,7.69,8.89,8.32,8.6,17,51,3,420,264,4,0
22G34322,2024/2025,3,ING,GMP,20,2004,M,<5km,OUI,9.04,9.24,10.04,11.6,9.16,10.98,10.07,18,54,2,435,364,4,1
22G88769,2024/2025,3,ING,GPR,20,2004,F,<5km,NON,12.64,12.56,10.83,12.08,12.59,11.58,12.09,18,54,2,425,391,4,1
22G64481,2024/2025,1,ING,Tronc_commun,20,2004,F,<5km,NON,16.44,14.07,13.86,17.35,15.02,15.96,15.49,19,57,1,420,333,3,1
22G42801,2024/2025,3,ING,GAM,20,2004,F,5-15km,NON,11.33,13.03,12.91,11.32,12.35,11.96,12.15,18,54,2,430,408,4,1
22G80601,2024/2025,3,ING,GIT,21,2003,F,>15km,NON,13.87,13.45,12.5,15.62,13.62,14.37,14.0,20,60,0,430,387,5,1
22G76914,2024/2025,2,ING,Tronc_commun,20,2004,M,<5km,NON,14.28,15.87,12.49,15.43,15.24,14.25,14.74,18,54,2,420,385,3,1
22G59467,2024/2025,3,ING,GE,21,2003,M,<5km,OUI,4.26,6.03,5.7,6.35,5.32,6.09,5.7,9,27,11,435,276,4,0
22G13710,2024/2025,2,ING,Tronc_commun,20,2004,M,5-15km,OUI,12.83,11.11,13.48,14.15,11.8,13.88,12.84,18,54,2,420,339,3,1
22G99510,2024/2025,2,ING,Tronc_commun,21,2003,M,5-15km,NON,13.39,14.13,13.12,15.58,13.83,14.6,14.21,18,54,2,420,335,3,1
22G39755,2024/2025,3,ING,GMP,21,2003,M,5-15km,NON,17.07,16.22,18.51,17.91,16.56,18.15,17.35,19,57,1,435,405,4,1
22G85583,2024/2025,3,ING,GAM,19,2005,M,>15km,NON,9.7,10.87,12.03,11.87,10.4,11.93,11.17,18,54,2,430,421,4,1
22G87838,2024/2025,3,ING,GCI,19,2005,M,5-15km,NON,16.03,15.98,13.83,16.7,16.0,15.55,15.78,18,54,2,440,346,4,1
22G17556,2024/2025,3,ING,GAM,20,2004,F,>15km,NON,11.71,12.7,13.51,13.75,12.3,13.65,12.98,18,54,2,430,390,4,1
22G39236,2024/2025,3,ING,GCI,20,2004,M,<5km,NON,17.28,16.38,15.95,15.54,16.74,15.71,16.22,19,57,1,440,354,4,1
22G44632,2024/2025,2,ING,Tronc_commun,19,2005,F,>15km,NON,4.72,6.68,5.6,4.24,5.9,4.78,5.34,8,24,12,420,213,3,0
22G99861,2024/2025,2,ING,Tronc_commun,19,2005,M,<5km,NON,14.08,14.25,16.43,13.42,14.19,14.63,14.41,18,54,2,420,331,3,1
22G81200,2024/2025,2,ING,Tronc_commun,20,2004,M,<5km,NON,6.14,5.96,5.0,4.65,6.03,4.79,5.41,14,42,6,420,267,3,0
22G77313,2024/2025,2,ING,Tronc_commun,19,2005,F,5-15km,OUI,13.56,14.68,14.43,16.83,14.23,15.87,15.05,19,57,1,420,294,3,1
22G26263,2024/2025,3,ING,GIT,21,2003,M,<5km,NON,12.01,14.66,11.44,14.93,13.6,13.53,13.57,20,60,0,430,365,5,1
22G21469,2024/2025,3,ING,GESI,21,2003,M,5-15km,NON,14.64,13.62,12.75,12.03,14.03,12.32,13.17,20,60,0,425,412,5,1
22G86465,2024/2025,3,ING,GESI,20,2004,M,5-15km,OUI,15.28,15.31,14.62,16.29,15.3,15.62,15.46,19,57,1,425,260,5,1
